case_id,trade_nm,legal_name,street_addr_1_txt,cty_nm,st_cd,zip_cd,naic_cd,naics_code_description,case_violtn_cnt,cmp_assd_cnt,ee_violtd_cnt,bw_atp_amt,ee_atp_cnt,findings_start_date,findings_end_date,flsa_violtn_cnt,flsa_repeat_violator,flsa_bw_atp_amt,flsa_ee_atp_cnt,flsa_mw_bw_atp_amt,flsa_ot_bw_atp_amt,flsa_15a3_bw_atp_amt,flsa_cmp_assd_amt,sca_violtn_cnt,sca_bw_atp_amt,sca_ee_atp_cnt,mspa_violtn_cnt,mspa_bw_atp_amt,mspa_ee_atp_cnt,mspa_cmp_assd_amt,h1b_violtn_cnt,h1b_bw_atp_amt,h1b_ee_atp_cnt,h1b_cmp_assd_amt,fmla_violtn_cnt,fmla_bw_atp_amt,fmla_ee_atp_cnt,fmla_cmp_assd_amt,flsa_cl_violtn_cnt,flsa_cl_minor_cnt,flsa_cl_cmp_assd_amt,dbra_cl_violtn_cnt,dbra_bw_atp_amt,dbra_ee_atp_cnt,h2a_violtn_cnt,h2a_bw_atp_amt,h2a_ee_atp_cnt,h2a_cmp_assd_amt,flsa_smw14_violtn_cnt,flsa_smw14_bw_amt,flsa_smw14_ee_atp_cnt,cwhssa_violtn_cnt,cwhssa_bw_amt,cwhssa_ee_cnt,osha_violtn_cnt,osha_bw_atp_amt,osha_ee_atp_cnt,osha_cmp_assd_amt,eppa_violtn_cnt,eppa_bw_atp_amt,eppa_ee_cnt,eppa_cmp_assd_amt,h1a_violtn_cnt,h1a_bw_atp_amt,h1a_ee_atp_cnt,h1a_cmp_assd_amt,crew_violtn_cnt,crew_bw_atp_amt,crew_ee_atp_cnt,crew_cmp_assd_amt,ccpa_violtn_cnt,ccpa_bw_atp_amt,ccpa_ee_atp_cnt,flsa_smwpw_violtn_cnt,flsa_smwpw_bw_atp_amt,flsa_smwpw_ee_atp_cnt,flsa_hmwkr_violtn_cnt,flsa_hmwkr_bw_atp_amt,flsa_hmwkr_ee_atp_cnt,flsa_hmwkr_cmp_assd_amt,ca_violtn_cnt,ca_bw_atp_amt,ca_ee_atp_cnt,pca_violtn_cnt,pca_bw_atp_amt,pca_ee_atp_cnt,flsa_smwap_violtn_cnt,flsa_smwap_bw_atp_amt,flsa_smwap_ee_atp_cnt,flsa_smwft_violtn_cnt,flsa_smwft_bw_atp_amt,flsa_smwft_ee_atp_cnt,flsa_smwl_violtn_cnt,flsa_smwl_bw_atp_amt,flsa_smwl_ee_atp_cnt,flsa_smwmg_violtn_cnt,flsa_smwmg_bw_atp_amt,flsa_smwmg_ee_atp_cnt,flsa_smwsl_violtn_cnt,flsa_smwsl_bw_atp_amt,flsa_smwsl_ee_atp_cnt,eev_violtn_cnt,h2b_violtn_cnt,h2b_bw_atp_amt,h2b_ee_atp_cnt,sraw_violtn_cnt,sraw_bw_atp_amt,sraw_ee_atp_cnt,load_dt,address,lat,lng
1943669,Clow Roofing And Siding Co.,Clow Roofing And Siding Co.,434 N. Tillamook St.,Portland,OR,97227,238160,Roofing Contractors,2,NA,1,1528.28,1,2019-06-24 00:00:00,2021-06-20 00:00:00,2,N/A,1528.28,1,0,1528.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-10-06 12:24:27,"434 N. Tillamook St., Portland, OR, 97227",45.537535,-122.6709845
1943686,Which Wich Superior Sandwiches,"Winmar, LLC",1592 Anderson Rd,Petoskey,MI,49770,722211,Limited-Service Restaurants,5,NA,4,106.2,1,2019-08-23 00:00:00,2021-08-27 00:00:00,2,N/A,106.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1036.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-10-06 12:24:27,"1592 Anderson Rd, Petoskey, MI, 49770",45.3541854,-84.97223199999999
1943697,Pete King Commercial LLC,"Pete King Commercial, LLC",2575 E Lone Mountain Rd,Las Vegas,NV,89148,238310,Drywall and Insulation Contractors,10,NA,9,197.93,9,2019-07-01 00:00:00,2021-06-30 00:00:00,10,N/A,197.93,9,0,197.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-10-06 12:24:27,"2575 E Lone Mountain Rd, Las Vegas, NV, 89148",36.2465929,-115.1150784
1943700,"Blanc & Bailey Construction, Inc.","Blanc & Bailey Construction, Inc.",18 Depot Street,Charlestown,NH,3603,238310,Drywall and Insulation Contractors,4,NA,3,4914.27,3,2019-06-17 00:00:00,2021-06-13 00:00:00,4,N/A,4914.27,3,0,4914.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-10-06 12:24:27,"18 Depot Street, Charlestown, NH, 3603",43.2352651,-72.4250368
1943713,Steak Street,Henry James Barbecue Inc,3915 Sedgebrook Street,High Point,NC,27265,722110,Full-Service Restaurants,7,NA,6,561.13,6,2019-07-15 00:00:00,2021-07-10 00:00:00,7,N/A,561.13,6,0,561.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-10-06 12:24:27,"3915 Sedgebrook Street, High Point, NC, 27265",36.0613318,-79.96320349999999
1943724,Best Western False River Hotel,Ishaan Hospitality LLC,2125 Memorial Blvd,New Roads,LA,70760,721110,Hotels (except Casino Hotels) and Motels,3,NA,1,9144.81,1,2019-08-25 00:00:00,2021-08-24 00:00:00,3,N/A,9144.81,1,2609.06,6535.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-10-06 12:24:27,"2125 Memorial Blvd, New Roads, LA, 70760",30.6865977,-91.4632953
1943750,Orange County Bagel Bakery (Middletown),Orange County Bagel Bakery LLC d,67 Dolson Avenue,Middletown,NY,10940,722110,Full-Service Restaurants,2,NA,1,398.25,1,2019-06-30 00:00:00,2021-06-29 00:00:00,2,N/A,398.25,1,0,398.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-10-06 12:24:27,"67 Dolson Avenue, Middletown, NY, 10940",41.4337441,-74.42194529999999
1947398,Wienerschnitzel,"AQR Foods, LLC",1885 N Fabens Rd,Fabens,TX,79838,722110,Full-Service Restaurants,4,NA,3,3678.79,3,2019-08-18 00:00:00,2021-08-15 00:00:00,4,N/A,3678.79,3,0,3678.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-10-06 12:24:31,"1885 N Fabens Rd, Fabens, TX, 79838",31.5187475,-106.1328018
1947407,Domino's Pizza,"Acee Pizza, LLC d/b/a",725 Highway 61 S,Vicksburg,MS,39180,722211,Limited-Service Restaurants,1,NA,0,0,0,2019-10-05 00:00:00,2021-10-02 00:00:00,1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-10-06 12:24:31,"725 Highway 61 S, Vicksburg, MS, 39180",32.3035273,-90.89070029999999
1947409,Z Florist,"Z-FLORIST PROPERTIES, LLC",804 Mt. Royal Blvd,Pittsburgh,PA,15223,453110,Florists,2,NA,0,0,0,2019-09-07 00:00:00,2021-08-28 00:00:00,2,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-10-06 12:24:31,"804 Mt. Royal Blvd, Pittsburgh, PA, 15223",40.5149703,-79.9588523
1947421,SCHLOTZSKY'S,Fun Bun LLC,302 BROAD ST SE,Gainesville,GA,30501,722211,Limited-Service Restaurants,3,NA,0,0,0,2019-09-01 00:00:00,2021-08-31 00:00:00,1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-10-06 12:24:31,"302 BROAD ST SE, Gainesville, GA, 30501",34.2993318,-83.8233119
1947432,Bell Street Burritos (MODO),Bell Street Burritos 2 LLC,1816 Peachtree St,Atlanta,GA,30309,722211,Limited-Service Restaurants,58,NA,52,0,0,2019-08-30 00:00:00,2021-08-27 00:00:00,58,R,0,0,0,0,0,2205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-10-06 12:24:31,"1816 Peachtree St, Atlanta, GA, 30309",33.8047986,-84.3936315
1947450,Tortilleria Monterrey,Jopa Corporation,2768 W. Alton Gloor Blvd.,Brownsville,TX,78520,445110,Supermarkets and Other Grocery (except Convenience) Stores,2,NA,1,0,0,2019-09-15 00:00:00,2021-08-11 00:00:00,1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-10-06 12:24:31,"2768 W. Alton Gloor Blvd., Brownsville, TX, 78520",25.9637911,-97.53891949999999
1947481,"West & Co. Painting, LLC","West & Co Painting, LLC",401 W Central Ave,Andover,KS,67002,238320,Painting and Wall Covering Contractors,1,NA,0,0,0,2019-10-07 00:00:00,2021-10-03 00:00:00,1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-10-06 12:24:31,"401 W Central Ave, Andover, KS, 67002",37.693559,-97.13865349999999
1947545,Bellacino's,"Grab a Grinder, Inc.",1176 Roanoke Rd,Daleville,VA,24083,722211,Limited-Service Restaurants,1,NA,0,0,0,2019-09-21 00:00:00,2021-09-20 00:00:00,1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-10-06 12:24:31,"1176 Roanoke Rd, Daleville, VA, 24083",37.4020292,-79.9114429
1947554,Harriet Tubman Charter School of Science and,Harriett Tubman School of Science & Technolog,3825 Old Gordon Road NW,Atlanta,GA,30336,611110,Elementary and Secondary Schools,3,NA,1,5000,1,2019-10-27 00:00:00,2021-10-26 00:00:00,3,N/A,5000,1,797.5,4202.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-10-06 12:24:31,"3825 Old Gordon Road NW, Atlanta, GA, 30336",33.7693725,-84.5132364
1947565,Cambridge Ebensburg,"Cambridge Retirement Living, LLC",4848 Admiral Perry Hwy,Ebensburg,PA,15931,623312,Homes for the Elderly,21,NA,20,13130.85,20,2019-12-21 00:00:00,2021-09-11 00:00:00,21,N/A,13130.85,20,0,13130.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-10-06 12:24:31,"4848 Admiral Perry Hwy, Ebensburg, PA, 15931",40.4781864,-78.724814
1948602,Chipotle Mexican Restaurant#3031,"Chipotle Mexican Grill, Inc.",695 Germantown Parkway,Cordova,TN,38018,722110,Full-Service Restaurants,1,NA,0,0,0,2019-09-22 00:00:00,2021-09-12 00:00:00,1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-10-06 12:24:32,"695 Germantown Parkway, Cordova, TN, 38018",35.1444976,-89.7961203
1948651,Pro Tow,"Pro Tow, LLC",1501 76th Ave SW,Cedar Rapids,IA,52404,488410,Motor Vehicle Towing,3,NA,2,19725,2,2019-09-17 00:00:00,2021-09-16 00:00:00,3,N/A,19725,2,0,19725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-10-06 12:24:32,"1501 76th Ave SW, Cedar Rapids, IA, 52404",41.9050371,-91.6906104
1948695,Kenny Queen's Hardware (Huntington),"Kenny Queen's Hardware & Supply, Inc.",4350 5th St Road,Huntington,WV,25701,444130,Hardware Stores,3,NA,3,217.23,3,2019-10-12 00:00:00,2021-10-02 00:00:00,3,N/A,217.23,3,0,217.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-10-06 12:24:32,"4350 5th St Road, Huntington, WV, 25701",38.3480137,-82.45098759999999
1948697,20th Street Hardware,"20th Street Hardware, Inc.",1949 8th Ave,Huntington,WV,25703,444130,Hardware Stores,5,NA,4,651.76,4,2019-10-11 00:00:00,2021-10-01 00:00:00,5,N/A,651.76,4,0,651.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-10-06 12:24:32,"1949 8th Ave, Huntington, WV, 25703",38.4184535,-82.4214836
1948715,Subway,"Downtown Food Mart, Inc.","15805 W Maple Rd, Ste 107",Omaha,NE,68116,722211,Limited-Service Restaurants,8,NA,6,0,0,2019-09-22 00:00:00,2021-09-21 00:00:00,1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,10336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-10-06 12:24:32,"15805 W Maple Rd, Ste 107, Omaha, NE, 68116",41.2914834,-96.1604454
1948786,Heaven Hill Farm,Heaven Hill Farm LLC,451 State Route 94,Vernon,NJ,7462,111339,Other Noncitrus Fruit Farming,2,NA,1,0,0,2019-09-16 00:00:00,2021-09-15 00:00:00,1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-10-06 12:24:32,"451 State Route 94, Vernon, NJ, 7462",41.2213211,-74.4532038
1948828,County Seat Restaurant,"Mary M. Lenhart, Sole Proprietorship",531 Main St. Suite B,Clarion,PA,16214,722110,Full-Service Restaurants,1,NA,0,0,0,2019-09-26 00:00:00,2021-09-16 00:00:00,1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-10-06 12:24:32,"531 Main St. Suite B, Clarion, PA, 16214",41.2144817,-79.3845015
1948848,Benezette Hotel,Kunes Castle Corporation,95 Winslow Hill Road,Benezett,PA,15821,722110,Full-Service Restaurants,1,NA,0,0,0,2019-09-23 00:00:00,2021-09-13 00:00:00,1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-10-06 12:24:32,"95 Winslow Hill Road, Benezett, PA, 15821",41.3159663,-78.385267
1948855,Manahawkin Nursing & Rehabilitation Center,Broadway Healthcare Management LLC,1211 Rte 72 W,Manahawkin,NJ,8050,623110,Nursing Care Facilities,1,NA,1,3633.75,1,2019-09-10 00:00:00,2021-09-09 00:00:00,1,N/A,3633.75,1,0,3633.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-10-06 12:24:32,"1211 Rte 72 W, Manahawkin, NJ, 8050",39.7215333,-74.29023289999999
1919893,Bar 2200,Crysnick Entertainment LLC,2200 Southwest Freeway,Houston,TX,77098,722410,Drinking Places (Alcoholic Beverages),74,NA,73,0,0,2019-10-18 00:00:00,2020-10-25 00:00:00,74,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-10-06 12:24:22,"2200 Southwest Freeway, Houston, TX, 77098",29.7317667,-95.4135092
1920104,1st Choice Delivery,1st Choice Delivery LLC,9461 Dielman Rock Island Industrial Dr,Saint Louis,MO,63132,484220,"Specialized Freight (except Used Goods) Trucking, Local",14,NA,13,23615.72,11,2019-07-21 00:00:00,2021-07-20 00:00:00,14,N/A,23615.72,11,0,23615.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-10-06 12:24:22,"9461 Dielman Rock Island Industrial Dr, Saint Louis, MO, 63132",38.6832967,-90.378963
1958606,R&F Asphalt AC-317-PR378,"R&F Asphalt Unlimited, Inc.",PO Box 801028,Coto Laurel,PR,780,238990,All Other Specialty Trade Contractors,40,NA,22,1345,2,2019-09-08 00:00:00,2021-09-04 00:00:00,1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1065.75,2,0,0,0,0,0,0,0,17,279.25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-10-06 12:24:42,"PO Box 801028, Coto Laurel, PR, 780",18.0496857,-66.5512835
1958607,R&F Asphalt AC-317-PR545,"R&F unlimited, Inc.",PO Box 801028,Coto Laurel,PR,780,238990,All Other Specialty Trade Contractors,40,NA,22,3256.11,3,2019-09-08 00:00:00,2021-09-04 00:00:00,1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21,2564.8,3,0,0,0,0,0,0,0,17,691.31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-10-06 12:24:42,"PO Box 801028, Coto Laurel, PR, 780",18.0496857,-66.5512835
1958721,Beth Abraham Center,Abraham Operations Associates LLC,612 Allerton Ave,Bronx,NY,10467,62311,Nursing Care Facilities,3,NA,2,19747.8,2,2019-08-03 00:00:00,2021-07-31 00:00:00,3,N/A,19747.8,2,0,19747.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-10-06 12:24:42,"612 Allerton Ave, Bronx, NY, 10467",40.8651356,-73.86979389999999
1951144,Sur Walls Corporation,Sur Walls Corporation,5651 Verdura Ave.,Lakewood,CA,90712,2362,Nonresidential Building Construction,1,NA,0,0,0,2019-10-19 00:00:00,2021-10-18 00:00:00,1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-10-06 12:24:34,"5651 Verdura Ave., Lakewood, CA, 90712",33.8583446,-118.150234
1951177,Chicken Express,J-Royce Inc.,2201 Perryton Pkwy,Pampa,TX,79065,722211,Limited-Service Restaurants,7,NA,6,0,0,2019-11-01 00:00:00,2021-10-31 00:00:00,1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-10-06 12:24:34,"2201 Perryton Pkwy, Pampa, TX, 79065",35.5606741,-100.9716486
1951185,Support Solutions,Support Solutions of the Midsouth,1508 Coleman Road,Knoxville,TN,37909,623990,Other Residential Care Facilities,2,NA,1,275.66,1,2019-12-20 00:00:00,2021-12-17 00:00:00,2,N/A,275.66,1,0,275.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-10-06 12:24:34,"1508 Coleman Road, Knoxville, TN, 37909",35.950385,-83.992172
1954087,The Pizzeria,Torniquete LLC,1318 W University Dr,Edinburg,TX,78539,722110,Full-Service Restaurants,2,NA,0,0,0,2019-12-07 00:00:00,2021-12-06 00:00:00,2,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-10-06 12:24:38,"1318 W University Dr, Edinburg, TX, 78539",26.3028446,-98.17510879999999
